Epoch,Val_Accuracy,P_Val_Accuracy,Val_Loss,P_Val_Loss
1,0.5769230723381042,0.6005917191505432,0.6861298084259033,0.6582491993904114
2,0.6005917191505432,0.5769230723381042,0.6687421202659607,0.6481895446777344
3,0.6213017702102661,0.6065088510513306,0.6504266262054443,0.6327764987945557
4,0.639053225517273,0.6508875489234924,0.6340891122817993,0.6179702877998352
5,0.642011821269989,0.6775147914886475,0.6188686490058899,0.6037516593933105
6,0.6568047404289246,0.7130177617073059,0.6020011901855469,0.5840772986412048
7,0.6745561957359314,0.7218934893608093,0.5874068737030029,0.571345329284668
8,0.6893491148948669,0.7366864085197449,0.5746169686317444,0.5569975972175598
9,0.6952662467956543,0.7485207319259644,0.5648175477981567,0.5471184849739075
10,0.7011834383010864,0.7337278127670288,0.5554306507110596,0.5357952117919922
11,0.7011834383010864,0.7248520851135254,0.5485312342643738,0.5241314768791199
12,0.7189348936080933,0.7455621361732483,0.5418581366539001,0.5150152444839478
13,0.7248520851135254,0.7514792680740356,0.5353504419326782,0.5067898631095886
14,0.7307692170143127,0.7514792680740356,0.5283898115158081,0.498702734708786
15,0.7337278127670288,0.7603550553321838,0.5226890444755554,0.4909455478191376
16,0.7337278127670288,0.7544378638267517,0.5201748013496399,0.48338016867637634
17,0.7396449446678162,0.7662721872329712,0.5153871178627014,0.47779589891433716
18,0.7426035404205322,0.7721893787384033,0.5102756023406982,0.4711800813674927
19,0.7396449446678162,0.7751479148864746,0.5051688551902771,0.46649640798568726
20,0.7396449446678162,0.7721893787384033,0.5012306571006775,0.46097224950790405
21,0.7396449446678162,0.7781065106391907,0.4965845048427582,0.4558855891227722
22,0.7426035404205322,0.7662721872329712,0.49389299750328064,0.45123860239982605
23,0.7485207319259644,0.7751479148864746,0.48742976784706116,0.4456087052822113
24,0.7514792680740356,0.7781065106391907,0.4839767813682556,0.44170257449150085
25,0.7514792680740356,0.784023642539978,0.47841522097587585,0.4374174177646637
26,0.7485207319259644,0.7751479148864746,0.4778786301612854,0.4345768094062805
27,0.7455621361732483,0.7781065106391907,0.4754903316497803,0.43231797218322754
28,0.7426035404205322,0.7810651063919067,0.47328367829322815,0.4300934970378876
29,0.7455621361732483,0.7810651063919067,0.47137144207954407,0.42823556065559387
30,0.7485207319259644,0.7751479148864746,0.4655572474002838,0.42411231994628906
31,0.7485207319259644,0.7781065106391907,0.4641263484954834,0.42275920510292053
32,0.7485207319259644,0.7810651063919067,0.4636090397834778,0.4213583171367645
33,0.7514792680740356,0.7869822382926941,0.4621914327144623,0.4195868670940399
34,0.7544378638267517,0.7869822382926941,0.4597414433956146,0.41862091422080994
35,0.7573964595794678,0.7869822382926941,0.4571569859981537,0.41708478331565857
36,0.7603550553321838,0.784023642539978,0.4523858428001404,0.41464871168136597
37,0.7692307829856873,0.7869822382926941,0.4504551589488983,0.41338473558425903
38,0.7692307829856873,0.7899408340454102,0.44868969917297363,0.4123925268650055
39,0.7692307829856873,0.7928994297981262,0.4469957947731018,0.411643922328949
40,0.7721893787384033,0.7899408340454102,0.44657278060913086,0.4123886823654175
41,0.7692307829856873,0.7928994297981262,0.4455794394016266,0.4117448329925537
42,0.7751479148864746,0.7928994297981262,0.4427000880241394,0.4097025990486145
43,0.7721893787384033,0.7928994297981262,0.44246602058410645,0.4092341363430023
44,0.7781065106391907,0.7958579659461975,0.43752482533454895,0.40711700916290283
45,0.7721893787384033,0.7928994297981262,0.43358340859413147,0.405022531747818
46,0.7751479148864746,0.7958579659461975,0.43376055359840393,0.4054267108440399
47,0.7781065106391907,0.8047337532043457,0.42795345187187195,0.40010273456573486
48,0.7781065106391907,0.8017751574516296,0.4289507567882538,0.4009004533290863
49,0.7751479148864746,0.7928994297981262,0.42843276262283325,0.39906153082847595
50,0.7781065106391907,0.8017751574516296,0.4247293770313263,0.396851122379303
51,0.7781065106391907,0.7988165616989136,0.42396280169487,0.39405548572540283
52,0.7781065106391907,0.8047337532043457,0.42410075664520264,0.39435243606567383
53,0.7810651063919067,0.8047337532043457,0.4194912314414978,0.3923467695713043
54,0.7781065106391907,0.8047337532043457,0.4218921959400177,0.3936109244823456
55,0.784023642539978,0.8047337532043457,0.41860148310661316,0.39341333508491516
56,0.784023642539978,0.807692289352417,0.42007580399513245,0.3939686119556427
57,0.7899408340454102,0.8106508851051331,0.4116259217262268,0.38844940066337585
58,0.7899408340454102,0.8106508851051331,0.41088947653770447,0.3890405297279358
59,0.7899408340454102,0.8106508851051331,0.40872761607170105,0.38749799132347107
60,0.7899408340454102,0.8047337532043457,0.40944594144821167,0.3880102336406708
61,0.7899408340454102,0.8136094808578491,0.40857407450675964,0.3879474103450775
62,0.7899408340454102,0.8136094808578491,0.40797698497772217,0.38684794306755066
63,0.7928994297981262,0.8165680766105652,0.4052329361438751,0.38607606291770935
64,0.7958579659461975,0.8136094808578491,0.4053378105163574,0.387195348739624
65,0.7928994297981262,0.8136094808578491,0.4051683843135834,0.3872936964035034
66,0.8047337532043457,0.8165680766105652,0.4012139141559601,0.384906530380249
67,0.8195266127586365,0.8165680766105652,0.3980962932109833,0.38382282853126526
68,0.807692289352417,0.8136094808578491,0.40226471424102783,0.38733595609664917
69,0.807692289352417,0.8195266127586365,0.4026241898536682,0.38818392157554626
70,0.8106508851051331,0.8165680766105652,0.40135177969932556,0.3849983811378479
71,0.8224852085113525,0.8136094808578491,0.39726048707962036,0.38142484426498413
72,0.8165680766105652,0.8224852085113525,0.39774850010871887,0.383181095123291
73,0.8136094808578491,0.8254438042640686,0.399817556142807,0.38571393489837646
74,0.8136094808578491,0.8224852085113525,0.3994116187095642,0.38482579588890076
75,0.8136094808578491,0.8195266127586365,0.3991841971874237,0.38654303550720215
76,0.8136094808578491,0.8165680766105652,0.39849117398262024,0.3866232633590698
77,0.8195266127586365,0.8195266127586365,0.39970600605010986,0.3877834379673004
78,0.8165680766105652,0.8195266127586365,0.3987348675727844,0.38656046986579895
79,0.8195266127586365,0.8254438042640686,0.4021764099597931,0.3918429911136627
80,0.8165680766105652,0.8195266127586365,0.39984261989593506,0.39070847630500793
81,0.8165680766105652,0.8165680766105652,0.4004178047180176,0.39216306805610657
82,0.8254438042640686,0.8224852085113525,0.3974040448665619,0.38978734612464905
83,0.8165680766105652,0.8284023404121399,0.3972388803958893,0.3890254497528076
84,0.8136094808578491,0.8284023404121399,0.40140068531036377,0.3949379622936249
85,0.8195266127586365,0.8284023404121399,0.3981219530105591,0.39180639386177063
86,0.8224852085113525,0.831360936164856,0.40060997009277344,0.3956831395626068
87,0.8224852085113525,0.831360936164856,0.40458786487579346,0.40161481499671936
88,0.8224852085113525,0.8254438042640686,0.40310442447662354,0.39976808428764343
89,0.8224852085113525,0.8284023404121399,0.3954313397407532,0.39288148283958435
90,0.831360936164856,0.8254438042640686,0.39219698309898376,0.39084354043006897
91,0.8284023404121399,0.8284023404121399,0.39250630140304565,0.3901216983795166
92,0.8284023404121399,0.8284023404121399,0.3935272991657257,0.3894917070865631
93,0.8284023404121399,0.831360936164856,0.3947605490684509,0.38862523436546326
94,0.8284023404121399,0.834319531917572,0.39240047335624695,0.38746991753578186
95,0.834319531917572,0.831360936164856,0.3902360796928406,0.38569772243499756
96,0.8284023404121399,0.834319531917572,0.39441853761672974,0.3912857472896576
97,0.831360936164856,0.8224852085113525,0.39614444971084595,0.395614892244339
98,0.831360936164856,0.8284023404121399,0.3994358777999878,0.39614734053611755
99,0.831360936164856,0.8284023404121399,0.4023894667625427,0.39744868874549866
100,0.8284023404121399,0.8284023404121399,0.40159958600997925,0.3966031074523926
101,0.831360936164856,0.8284023404121399,0.40046918392181396,0.39556095004081726
102,0.8284023404121399,0.831360936164856,0.4019939601421356,0.3973144292831421
103,0.8284023404121399,0.8284023404121399,0.4033711850643158,0.40039563179016113
104,0.8254438042640686,0.834319531917572,0.40292978286743164,0.3995298147201538
105,0.8284023404121399,0.8284023404121399,0.39954209327697754,0.40158045291900635
106,0.831360936164856,0.834319531917572,0.398341566324234,0.40204814076423645
107,0.8284023404121399,0.831360936164856,0.398958683013916,0.40324822068214417
108,0.8224852085113525,0.831360936164856,0.40010493993759155,0.4047735035419464
109,0.8284023404121399,0.834319531917572,0.40048515796661377,0.3995652496814728
110,0.8284023404121399,0.834319531917572,0.39486047625541687,0.3957919478416443
111,0.8284023404121399,0.8372781276702881,0.3945721387863159,0.3954817056655884
112,0.831360936164856,0.834319531917572,0.39871594309806824,0.4012044072151184
113,0.8254438042640686,0.8402366638183594,0.3956488072872162,0.3985622823238373
114,0.834319531917572,0.8402366638183594,0.3916838467121124,0.39606359601020813
115,0.831360936164856,0.8372781276702881,0.3968307077884674,0.40185606479644775
116,0.831360936164856,0.8372781276702881,0.39708781242370605,0.4024721086025238
117,0.831360936164856,0.8372781276702881,0.39541351795196533,0.40284132957458496
118,0.831360936164856,0.834319531917572,0.39333903789520264,0.4005970358848572
119,0.831360936164856,0.8372781276702881,0.39352357387542725,0.40178152918815613
120,0.8284023404121399,0.8402366638183594,0.3957188129425049,0.4083573818206787
